,class,probs
14057,a,0.54
14058,b,0.57
14059,b,0.43
14060,d,0.52
14061,b,0.52
14062,c,0.51
14063,b,0.56
14064,a,0.5
14065,a,0.55
14066,c,0.49
14067,a,0.53
14068,d,0.52
14069,b,0.52
14070,a,0.54
14071,d,0.55
14072,d,0.54
14073,d,0.56
14074,b,0.63
14075,d,0.56
14076,d,0.63
14077,a,0.51
14078,a,0.59
14079,b,0.49
14080,a,0.58
14081,b,0.53
14082,c,0.54
14083,a,0.63
14084,a,0.49
14085,c,0.72
14086,a,0.55
14087,d,0.45
14088,a,0.51
14089,c,0.46
14090,c,0.55
14091,b,0.51
14092,c,0.51
14093,c,0.47
14094,a,0.57
14095,a,0.51
14096,b,0.5
14097,c,0.52
14098,c,0.46
14099,d,0.48
14100,c,0.68
14101,a,0.55
14102,c,0.49
14103,c,0.51
14104,a,0.57
14105,d,0.58
14106,b,0.48
14107,a,0.53
14108,d,0.58
14109,c,0.51
14110,b,0.53
14111,b,0.57
14112,a,0.58
14113,c,0.55
14114,c,0.61
14115,a,0.56
14116,c,0.5
14117,d,0.53
14118,c,0.55
14119,c,0.45
14120,b,0.58
14121,a,0.57
14122,a,0.5
14123,a,0.51
14124,d,0.54
14125,b,0.47
14126,b,0.61
14127,d,0.51
14128,c,0.49
14129,d,0.46
14130,a,0.56
14131,c,0.57
14132,a,0.56
14133,c,0.54
14134,c,0.57
14135,b,0.54
14136,d,0.51
14137,b,0.54
14138,c,0.66
14139,b,0.54
14140,b,0.55
14141,c,0.5
14142,d,0.45
14143,c,0.54
14144,d,0.48
14145,c,0.49
14146,a,0.56
14147,d,0.41
14148,a,0.47
14149,c,0.53
14150,c,0.56
14151,a,0.49
14152,a,0.48
14153,d,0.49
14154,a,0.52
14155,b,0.48
14156,a,0.49
14157,a,0.58
14158,b,0.53
14159,b,0.52
14160,b,0.54
14161,c,0.51
14162,d,0.51
14163,a,0.55
14164,c,0.56
14165,a,0.52
14166,a,0.55
14167,c,0.61
14168,b,0.52
14169,c,0.55
14170,a,0.5
14171,d,0.56
14172,a,0.96
14173,d,0.55
14174,b,0.56
14175,b,0.56
14176,d,0.54
14177,a,0.44
14178,c,0.45
14179,d,0.45
14180,a,0.57
14181,c,0.45
14182,d,0.77
14183,a,0.44
14184,b,0.52
14185,d,0.5
14186,d,0.7
14187,d,0.85
14188,b,0.54
14189,b,0.42
14190,b,0.56
14191,d,0.48
14192,b,0.52
14193,b,0.55
14194,d,0.47
14195,a,0.41
14196,a,0.51
14197,c,0.55
14198,a,0.56
14199,b,0.55
14200,a,0.51
14201,b,0.54
14202,a,0.47
14203,b,0.53
14204,d,0.67
14205,a,0.53
14206,b,0.51
14207,d,0.51
14208,a,0.55
14209,d,0.47
14210,d,0.49
14211,c,0.52
14212,a,0.6
14213,c,0.65
14214,c,0.54
14215,b,0.55
14216,d,0.51
14217,a,0.51
14218,d,0.52
14219,d,0.43
14220,b,0.47
14221,a,0.52
14222,d,0.71
14223,d,0.55
14224,a,0.53
14225,d,0.57
14226,a,0.54
14227,b,0.5
14228,b,0.57
14229,c,0.6
14230,d,0.61
14231,c,0.55
14232,b,0.53
14233,c,0.55
14234,a,0.54
14235,a,0.55
14236,a,0.54
14237,c,0.53
14238,d,0.54
14239,b,0.5
14240,b,0.55
14241,c,0.6
14242,b,0.49
14243,a,0.59
14244,c,0.52
14245,c,0.55
14246,d,0.51
14247,a,0.49
14248,d,0.54
14249,b,0.64
14250,b,0.54
14251,d,0.45
14252,a,0.45
14253,c,0.52
14254,c,0.5
14255,c,0.53
14256,c,0.54
14257,d,0.58
14258,c,0.56
14259,a,0.53
14260,b,0.58
14261,a,0.5
14262,a,0.53
14263,b,0.52
14264,d,0.53
14265,d,0.56
14266,c,0.56
14267,d,0.52
14268,d,0.58
14269,d,0.59
14270,b,0.49
14271,b,0.52
14272,b,0.53
14273,b,0.51
14274,d,0.53
14275,a,0.44
14276,b,0.5
14277,a,0.55
14278,d,0.64
14279,b,0.48
14280,a,0.49
14281,c,0.52
14282,a,0.54
14283,a,0.53
14284,c,0.54
14285,c,0.52
14286,a,0.58
14287,d,0.58
14288,a,0.51
14289,b,0.54
14290,b,0.64
14291,b,0.51
14292,c,0.57
14293,d,0.5
14294,c,0.51
14295,c,0.55
14296,c,0.63
14297,d,0.54
14298,b,0.5
14299,d,0.47
14300,b,0.62
14301,a,0.62
14302,b,0.61
14303,d,0.61
14304,c,0.57
14305,d,0.51
14306,b,0.58
14307,b,0.55
14308,a,0.51
14309,d,0.54
14310,d,0.56
14311,b,0.55
14312,a,0.51
14313,b,0.46
14314,a,0.47
14315,a,0.47
14316,c,0.47
14317,d,0.55
14318,c,0.54
14319,d,0.53
14320,d,0.56
14321,a,0.47
14322,a,0.52
14323,d,0.5
14324,a,0.55
14325,b,0.5
14326,c,0.53
14327,d,0.61
14328,d,0.6
14329,b,0.43
14330,d,0.5
14331,d,0.51
14332,a,0.49
14333,a,0.42
14334,b,0.53
14335,b,0.55
14336,d,0.54
14337,c,0.56
14338,a,0.52
14339,d,0.58
14340,b,0.54
14341,b,0.52
14342,b,0.46
14343,b,0.54
14344,a,0.53
14345,c,0.48
14346,c,0.55
14347,a,0.51
14348,d,0.57
14349,a,0.56
14350,c,0.56
14351,d,0.52
14352,c,0.51
14353,b,0.5
14354,d,0.47
14355,b,0.59
14356,c,0.66
14357,b,0.49
14358,b,0.47
14359,b,0.46
14360,d,0.47
14361,d,0.51
14362,c,0.53
14363,d,0.5
14364,b,0.52
14365,a,0.53
14366,d,0.59
14367,a,0.57
14368,b,0.47
14369,d,0.57
14370,b,0.46
14371,d,0.64
14372,a,0.5
14373,b,0.57
14374,b,0.55
14375,d,0.57
14376,a,0.63
14377,b,0.51
14378,b,0.49
14379,c,0.52
14380,a,0.55
14381,d,0.53
14382,a,0.46
14383,c,0.5
14384,a,0.5
14385,d,0.59
14386,a,0.5
14387,c,0.55
14388,c,0.53
14389,d,0.56
14390,a,0.47
14391,c,0.56
14392,c,0.54
14393,d,0.5
14394,b,0.53
14395,a,0.45
14396,d,0.53
14397,a,0.51
14398,d,0.57
14399,d,0.53
14400,d,0.57
14401,a,0.52
14402,a,0.53
14403,c,0.53
14404,b,0.54
14405,b,0.53
14406,d,0.51
14407,b,0.48
14408,a,0.57
14409,c,0.57
14410,c,0.52
14411,c,0.61
14412,d,0.56
14413,a,0.54
14414,b,0.5
14415,d,0.54
14416,c,0.74
14417,c,0.55
14418,a,0.58
14419,b,0.68
14420,d,0.57
14421,a,0.53
14422,a,0.57
14423,a,0.52
14424,a,0.53
14425,a,0.47
14426,d,0.58
14427,b,0.54
14428,c,0.55
14429,d,0.51
14430,c,0.41
14431,d,0.55
14432,a,0.51
14433,b,0.53
14434,b,0.58
14435,b,0.47
14436,d,0.57
14437,b,0.53
14438,d,0.58
14439,c,0.61
14440,a,0.59
14441,b,0.49
14442,a,0.57
14443,d,0.58
14444,a,0.53
14445,a,0.47
14446,d,0.53
14447,a,0.57
14448,b,0.5
14449,a,0.55
14450,c,0.57
14451,d,0.44
14452,d,0.53
14453,c,0.51
14454,c,0.55
14455,a,0.52
14456,b,0.73
14457,b,0.55
14458,c,0.49
14459,a,0.55
14460,c,0.6
14461,a,0.48
14462,a,0.54
14463,b,0.54
14464,a,0.55
14465,a,0.63
14466,d,0.49
14467,c,0.57
14468,b,0.55
14469,d,0.5
14470,a,0.57
14471,d,0.56
14472,d,0.5
14473,d,0.56
14474,c,0.52
14475,c,0.58
14476,d,0.51
14477,d,0.58
14478,c,0.56
14479,b,0.54
14480,c,0.45
14481,c,0.45
14482,a,0.52
14483,a,0.51
14484,a,0.67
14485,a,0.47
14486,d,0.59
14487,a,0.51
14488,c,0.52
14489,d,0.53
14490,b,0.45
14491,a,0.49
14492,b,0.56
14493,a,0.54
14494,a,0.49
14495,a,0.53
14496,c,0.53
14497,c,0.64
14498,d,0.48
14499,c,0.49
14500,c,0.55
14501,b,0.56
14502,d,0.47
14503,b,0.53
14504,c,0.52
14505,c,0.51
14506,b,0.42
14507,b,0.56
14508,d,0.51
14509,d,0.47
14510,c,0.51
14511,b,0.51
14512,b,0.51
14513,c,0.5
14514,a,0.56
14515,d,0.57
14516,b,0.56
14517,b,0.48
14518,b,0.57
14519,a,0.51
14520,d,0.5
14521,a,0.54
14522,a,0.5
14523,b,0.55
14524,b,0.49
14525,c,0.58
14526,a,0.55
14527,b,0.54
14528,c,0.59
14529,d,0.46
14530,d,0.49
14531,a,0.54
14532,c,0.56
14533,d,0.71
14534,a,0.54
14535,a,0.42
14536,a,0.56
14537,b,0.53
14538,a,0.5
14539,b,0.6
14540,d,0.54
14541,d,0.45
14542,d,0.54
14543,d,0.52
14544,b,0.51
14545,c,0.53
14546,a,0.65
14547,a,0.53
14548,b,0.57
14549,a,0.54
14550,c,0.53
14551,c,0.53
14552,d,0.53
14553,a,0.54
14554,c,0.53
14555,b,0.54
14556,c,0.53
14557,a,0.5
14558,b,0.47
14559,d,0.58
14560,c,0.61
14561,c,0.49
14562,d,0.55
14563,c,0.55
14564,a,0.53
14565,d,0.5
14566,d,0.55
14567,d,0.58
14568,c,0.49
14569,a,0.55
14570,d,0.53
14571,d,0.51
14572,a,0.45
14573,c,0.46
14574,b,0.5
14575,d,0.56
14576,d,0.44
14577,b,0.59
14578,a,0.56
14579,c,0.54
14580,a,0.51
14581,c,0.54
14582,d,0.5
14583,b,0.51
14584,c,0.51
14585,c,0.5
14586,b,0.52
14587,a,0.47
14588,a,0.58
14589,c,0.56
14590,b,0.59
14591,c,0.53
14592,a,0.61
14593,b,0.5
14594,c,0.51
14595,b,0.51
14596,a,0.57
14597,c,0.52
14598,a,0.51
14599,b,0.59
14600,c,0.46
14601,a,0.6
14602,a,0.54
14603,a,0.5
14604,d,0.48
14605,a,0.46
14606,d,0.47
14607,a,0.56
14608,b,0.46
14609,a,0.52
14610,b,0.54
14611,a,0.52
14612,d,0.49
14613,c,0.55
14614,b,0.53
14615,d,0.45
14616,c,0.52
14617,a,0.51
14618,b,0.54
14619,c,0.47
14620,a,0.55
14621,d,0.53
14622,a,0.54
14623,c,0.55
14624,c,0.55
14625,b,0.5
14626,a,0.6
14627,b,0.61
14628,a,0.51
14629,a,0.55
14630,d,0.53
14631,a,0.55
14632,b,0.6
14633,b,0.5
14634,a,0.53
14635,a,0.49
14636,c,0.52
14637,b,0.49
14638,c,0.5
14639,c,0.57
14640,b,0.46
14641,b,0.52
14642,c,0.54
14643,d,0.54
14644,d,0.52
14645,a,0.48
14646,b,0.6
14647,c,0.49
14648,d,0.59
14649,b,0.5
14650,a,0.5
14651,a,0.43
14652,c,0.57
14653,a,0.52
14654,b,0.49
14655,d,0.51
14656,c,0.59
14657,c,0.5
14658,a,0.53
14659,c,0.55
14660,c,0.62
14661,d,0.59
14662,d,0.65
14663,d,0.49
14664,c,0.54
14665,a,0.58
14666,b,0.53
14667,b,0.45
14668,a,0.53
14669,c,0.48
14670,d,0.53
14671,d,0.54
14672,c,0.5
14673,d,0.52
14674,b,0.49
14675,d,0.53
14676,c,0.54
14677,a,0.52
14678,b,0.5
14679,a,0.59
14680,c,0.57
14681,d,0.51
14682,c,0.5
14683,c,0.52
14684,c,0.57
14685,b,0.41
14686,a,0.52
14687,a,0.46
14688,c,0.55
14689,b,0.54
14690,c,0.53
14691,c,0.53
14692,c,0.47
14693,b,0.44
14694,a,0.53
14695,a,0.48
14696,d,0.51
14697,d,0.59
14698,c,0.47
14699,b,0.44
14700,d,0.5
14701,b,0.49
14702,c,0.62
14703,b,0.47
14704,c,0.58
14705,c,0.5
14706,c,0.57
14707,c,0.5
14708,c,0.56
14709,a,0.65
14710,a,0.46
14711,d,0.58
14712,d,0.48
14713,c,0.51
14714,a,0.58
14715,c,0.55
14716,b,0.6
14717,b,0.5
14718,a,0.53
14719,d,0.48
14720,a,0.55
14721,c,0.48
14722,a,0.48
14723,c,0.47
14724,b,0.47
14725,a,0.56
14726,c,0.56
14727,b,0.56
14728,d,0.57
14729,b,0.56
14730,c,0.54
14731,d,0.54
14732,d,0.48
14733,a,0.51
14734,c,0.52
14735,d,0.54
14736,b,0.6
14737,b,0.46
14738,a,0.5
14739,d,0.54
14740,c,0.45
14741,d,0.46
14742,d,0.52
14743,b,0.54
14744,a,0.52
14745,b,0.52
14746,c,0.53
14747,d,0.5
14748,d,0.52
14749,a,0.45
14750,c,0.53
14751,c,0.57
14752,c,0.58
14753,c,0.49
14754,b,0.51
14755,d,0.51
14756,b,0.58
14757,d,0.46
14758,c,0.54
14759,a,0.55
14760,a,0.51
14761,a,0.55
14762,d,0.52
14763,b,0.54
14764,d,0.48
14765,a,0.49
14766,a,0.55
14767,a,0.61
14768,b,0.57
14769,d,0.5
14770,a,0.53
14771,c,0.61
14772,d,0.51
14773,d,0.49
14774,a,0.47
14775,b,0.49
14776,b,0.56
14777,b,0.56
14778,b,0.54
14779,c,0.58
14780,a,0.54
14781,b,0.5
14782,c,0.43
14783,d,0.54
14784,d,0.59
14785,a,0.51
14786,b,0.54
14787,b,0.63
14788,c,0.56
14789,b,0.58
14790,d,0.5
14791,c,0.52
14792,b,0.54
14793,d,0.61
14794,d,0.5
14795,b,0.52
14796,c,0.54
14797,a,0.47
14798,b,0.53
14799,d,0.61
14800,a,0.52
14801,a,0.54
14802,a,0.59
14803,b,0.59
14804,a,0.54
14805,c,0.5
14806,b,0.5
14807,c,0.52
14808,d,0.61
14809,c,0.55
14810,a,0.61
14811,b,0.53
14812,a,0.46
14813,a,0.46
14814,d,0.59
14815,b,0.47
14816,d,0.46
14817,a,0.46
14818,a,0.48
14819,a,0.56
14820,b,0.49
14821,a,0.58
14822,a,0.5
14823,a,0.55
14824,b,0.5
14825,d,0.43
14826,c,0.54
14827,c,0.53
14828,d,0.48
14829,a,0.54
14830,d,0.39
14831,a,0.43
14832,c,0.46
14833,d,0.55
14834,d,0.58
14835,d,0.58
14836,a,0.47
14837,c,0.55
14838,b,0.47
14839,c,0.53
14840,d,0.58
14841,d,0.48
14842,a,0.49
14843,c,0.54
14844,a,0.58
14845,c,0.47
14846,a,0.6
14847,d,0.49
14848,a,0.47
14849,a,0.53
14850,c,0.51
14851,c,0.48
14852,c,0.54
14853,c,0.54
14854,b,0.6
14855,d,0.54
14856,c,0.54
14857,c,0.51
14858,b,0.49
14859,d,0.51
14860,c,0.51
14861,b,0.53
14862,d,0.49
14863,a,0.63
14864,c,0.64
14865,d,0.54
14866,b,0.59
14867,d,0.46
14868,a,0.58
14869,d,0.46
14870,c,0.49
14871,c,0.55
14872,c,0.5
14873,d,0.55
14874,c,0.49
14875,c,0.62
14876,d,0.56
14877,a,0.49
14878,d,0.52
14879,b,0.54
14880,a,0.44
14881,c,0.54
14882,d,0.67
14883,b,0.46
14884,a,0.53
14885,b,0.47
14886,d,0.5
14887,b,0.53
14888,c,0.45
14889,a,0.52
14890,d,0.55
14891,b,0.62
14892,b,0.52
14893,a,0.45
14894,c,0.59
14895,c,0.61
14896,d,0.48
14897,a,0.53
14898,b,0.6
14899,d,0.61
14900,a,0.5
14901,d,0.46
14902,c,0.62
14903,c,0.53
14904,a,0.48
14905,b,0.49
14906,d,0.5
14907,d,0.52
14908,c,0.51
14909,c,0.52
14910,c,0.56
14911,b,0.44
14912,d,0.59
14913,d,0.5
14914,d,0.53
14915,d,0.54
14916,a,0.64
14917,d,0.54
14918,b,0.49
14919,b,0.5
14920,b,0.58
14921,c,0.54
14922,b,0.85
14923,b,0.53
14924,a,0.62
14925,b,0.49
14926,a,0.44
14927,a,0.51
14928,b,0.55
14929,b,0.52
14930,d,0.51
14931,b,0.55
14932,d,0.51
14933,a,0.58
14934,b,0.52
14935,b,0.53
14936,d,0.57
14937,b,0.51
14938,d,0.47
14939,b,0.45
14940,c,0.48
14941,d,0.56
14942,c,0.53
14943,d,0.48
14944,c,0.55
14945,c,0.57
14946,d,0.52
14947,c,0.47
14948,b,0.6
14949,d,0.53
14950,a,0.65
14951,a,0.49
14952,a,0.45
14953,b,0.58
14954,c,0.55
14955,d,0.56
14956,a,0.47
14957,a,0.52
14958,d,0.53
14959,a,0.45
14960,a,0.5
14961,b,0.55
14962,d,0.56
14963,c,0.46
14964,c,0.54
14965,d,0.54
14966,a,0.48
14967,a,0.49
14968,b,0.48
14969,a,0.53
14970,a,0.4
14971,a,0.57
14972,d,0.55
14973,a,0.47
14974,d,0.53
14975,d,0.54
14976,a,0.52
14977,c,0.54
14978,a,0.6
14979,a,0.45
14980,a,0.54
14981,d,0.56
14982,d,0.56
14983,c,0.6
14984,b,0.55
14985,d,0.55
14986,d,0.47
14987,b,0.53
14988,d,0.56
14989,b,0.59
14990,c,0.54
14991,b,0.58
14992,b,0.45
14993,c,0.53
14994,b,0.56
14995,b,0.5
14996,b,0.54
14997,a,0.55
14998,a,0.55
14999,a,0.55
15000,b,0.41
15001,b,0.71
15002,d,0.52
15003,c,0.52
15004,d,0.59
15005,a,0.56
15006,c,0.61
15007,b,0.66
15008,b,0.48
15009,d,0.53
15010,b,0.64
15011,c,0.53
15012,a,0.55
15013,c,0.55
15014,c,0.56
15015,d,0.49
15016,c,0.49
15017,c,0.44
15018,d,0.54
15019,d,0.56
15020,c,0.55
15021,a,0.53
15022,b,0.56
15023,a,0.56
15024,c,0.51
15025,b,0.58
15026,a,0.45
15027,a,0.5
15028,b,0.52
15029,c,0.53
15030,c,0.5
15031,a,0.55
15032,a,0.5
15033,d,0.48
15034,a,0.59
15035,b,0.56
15036,a,0.42
15037,b,0.57
15038,b,0.5
15039,b,0.51
15040,a,0.57
15041,a,0.49
15042,c,0.48
15043,d,0.58
15044,c,0.72
15045,a,0.55
15046,d,0.54
15047,a,0.59
15048,c,0.49
15049,c,0.54
15050,a,0.58
15051,d,0.63
15052,a,0.45
15053,a,0.47
15054,c,0.51
15055,b,0.51
15056,a,0.6
15057,d,0.57
15058,a,0.58
15059,d,0.53
15060,d,0.52
15061,d,0.59
15062,d,0.53
15063,c,0.53
15064,c,0.47
15065,b,0.55
15066,d,0.53
15067,b,0.56
15068,c,0.44
15069,c,0.49
15070,a,0.56
15071,a,0.52
15072,d,0.52
15073,d,0.54
15074,c,0.57
15075,a,0.56
15076,c,0.45
15077,c,0.48
15078,b,0.48
15079,b,0.53
15080,a,0.46
15081,c,0.51
15082,b,0.43
15083,c,0.42
15084,b,0.52
15085,a,0.52
15086,d,0.81
15087,d,0.47
15088,d,0.56
15089,d,0.4
15090,c,0.55
15091,d,0.64
15092,a,0.58
15093,a,0.58
15094,b,0.6
15095,b,0.52
15096,c,0.53
15097,d,0.51
15098,d,0.45
15099,b,0.51
15100,b,0.59
15101,a,0.48
15102,b,0.56
15103,c,0.54
15104,c,0.54
15105,b,0.53
15106,d,0.57
15107,a,0.48
15108,c,0.6
15109,a,0.49
15110,d,0.49
15111,c,0.55
15112,b,0.57
15113,a,0.51
15114,c,0.56
15115,d,0.53
15116,c,0.46
15117,a,0.58
15118,b,0.46
15119,a,0.53
15120,b,0.44
15121,c,0.59
15122,c,0.54
15123,b,0.55
15124,a,0.51
15125,c,0.47
15126,b,0.55
15127,b,0.59
15128,a,0.52
15129,c,0.54
15130,a,0.47
15131,b,0.62
15132,c,0.58
15133,b,0.51
15134,d,0.42
15135,c,0.55
15136,b,0.55
15137,a,0.5
15138,b,0.53
15139,b,0.53
15140,c,0.55
15141,a,0.57
15142,b,0.53
15143,c,0.44
15144,c,0.56
15145,a,0.53
15146,b,0.49
15147,d,0.49
15148,d,0.5
15149,b,0.47
15150,c,0.4
15151,b,0.53
15152,b,0.51
15153,c,0.55
15154,b,0.5
15155,c,0.58
15156,d,0.51
15157,a,0.51
15158,d,0.56
15159,a,0.52
15160,a,0.41
15161,b,0.48
15162,d,0.55
15163,d,0.53
15164,b,0.52
15165,c,0.57
15166,c,0.53
15167,b,0.54
15168,d,0.5
15169,a,0.61
15170,d,0.52
15171,a,0.53
15172,d,0.58
15173,a,0.52
15174,c,0.54
15175,d,0.55
15176,b,0.56
15177,c,0.51
15178,a,0.52
15179,d,0.58
15180,c,0.55
15181,a,0.5
15182,a,0.47
15183,a,0.51
15184,d,0.48
15185,a,0.45
15186,b,0.55
15187,d,0.43
15188,b,0.57
15189,a,0.51
15190,b,0.54
15191,c,0.59
15192,c,0.52
15193,a,0.55
15194,d,0.5
15195,c,0.49
15196,a,0.49
15197,c,0.6
15198,d,0.58
15199,a,0.55
15200,c,0.51
15201,c,0.42
15202,b,0.56
15203,b,0.51
15204,d,0.54
15205,b,0.43
15206,a,0.53
15207,a,0.53
15208,c,0.54
15209,a,0.63
15210,d,0.63
15211,a,0.54
15212,a,0.51
15213,c,0.51
15214,d,0.45
15215,a,0.53
15216,d,0.53
15217,a,0.53
15218,d,0.54
15219,b,0.53
15220,b,0.52
15221,b,0.58
15222,d,0.55
15223,a,0.64
15224,a,0.53
15225,b,0.53
15226,b,0.63
15227,a,0.53
15228,b,0.52
15229,a,0.59
15230,c,0.55
15231,a,0.55
15232,d,0.46
15233,b,0.58
15234,a,0.51
15235,a,0.48
15236,b,0.46
15237,b,0.56
15238,d,0.51
15239,d,0.54
15240,c,0.55
15241,b,0.55
15242,c,0.48
15243,b,0.5
15244,c,0.52
15245,c,0.5
15246,b,0.44
15247,c,0.49
15248,a,0.57
15249,b,0.47
15250,a,0.54
15251,c,0.53
15252,c,0.59
15253,a,0.5
15254,a,0.41
15255,a,0.49
15256,c,0.47
15257,b,0.49
15258,a,0.51
15259,c,0.49
15260,d,0.93
15261,d,0.43
15262,c,0.5
15263,a,0.76
15264,a,0.46
15265,b,0.6
15266,d,0.5
15267,b,0.43
15268,b,0.49
15269,a,0.55
15270,a,0.73
15271,c,0.51
15272,b,0.5
15273,a,0.5
15274,b,0.59
15275,d,0.54
15276,c,0.5
15277,a,0.52
15278,b,0.6
15279,b,0.56
15280,d,0.37
15281,a,0.51
15282,c,0.61
15283,b,0.53
15284,a,0.44
15285,b,0.52
15286,d,0.52
15287,d,0.5
15288,c,0.44
15289,b,0.58
15290,c,0.54
15291,b,0.55
15292,d,0.5
15293,b,0.52
15294,d,0.51
15295,a,0.52
15296,c,0.47
15297,d,0.57
15298,d,0.51
15299,b,0.5
15300,b,0.47
15301,c,0.54
15302,d,0.47
15303,a,0.52
15304,a,0.52
15305,c,0.53
15306,c,0.52
15307,c,0.57
15308,b,0.48
15309,c,0.49
15310,a,0.52
15311,d,0.55
15312,c,0.58
15313,d,0.61
15314,b,0.55
15315,b,0.53
15316,b,0.64
15317,a,0.57
15318,a,0.59
15319,a,0.58
15320,d,0.56
15321,a,0.44
15322,b,0.53
15323,b,0.54
15324,c,0.47
15325,b,0.52
15326,d,0.5
15327,a,0.46
15328,b,0.5
15329,b,0.57
15330,b,0.51
15331,a,0.65
15332,c,0.48
15333,a,0.49
15334,a,0.54
15335,b,0.52
15336,d,0.52
15337,c,0.45
15338,d,0.66
15339,b,0.48
15340,d,0.62
15341,d,0.57
15342,d,0.53
15343,b,0.44
15344,c,0.66
15345,d,0.53
15346,d,0.54
15347,d,0.54
15348,a,0.59
15349,a,0.58
15350,d,0.56
15351,d,0.56
15352,c,0.44
15353,d,0.53
15354,c,0.5
15355,b,0.66
15356,b,0.54
15357,c,0.5
15358,d,0.55
15359,b,0.53
15360,a,0.54
15361,a,0.5
15362,b,0.47
15363,d,0.54
15364,c,0.47
15365,c,0.62
15366,d,0.55
15367,b,0.57
15368,b,0.58
15369,d,0.58
15370,b,0.6
15371,a,0.5
15372,c,0.57
15373,c,0.6
15374,d,0.51
15375,d,0.57
15376,b,0.6
15377,b,0.57
15378,d,0.87
15379,b,0.61
15380,c,0.56
15381,a,0.5
15382,a,0.55
15383,b,0.46
15384,c,0.55
15385,b,0.49
15386,a,0.54
15387,d,0.54
15388,a,0.56
15389,c,0.51
15390,a,0.45
15391,d,0.6
15392,a,0.49
15393,b,0.48
15394,a,0.6
15395,a,0.52
15396,a,0.63
15397,b,0.6
15398,d,0.46
15399,b,0.61
15400,a,0.55
15401,a,0.57
15402,d,0.49
15403,b,0.5
15404,a,0.54
15405,a,0.51
15406,c,0.6
15407,a,0.61
15408,d,0.55
15409,a,0.53
15410,a,0.55
15411,c,0.6
15412,c,0.55
15413,c,0.53
15414,a,0.63
15415,d,0.51
15416,d,0.52
15417,b,0.48
15418,b,0.52
15419,d,0.55
15420,d,0.6
15421,a,0.53
15422,c,0.55
15423,a,0.54
15424,a,0.49
15425,d,0.53
15426,a,0.49
15427,c,0.43
15428,a,0.6
15429,b,0.6
15430,a,0.55
15431,d,0.63
15432,b,0.63
15433,a,0.46
15434,c,0.58
15435,a,0.49
15436,a,0.5
15437,a,0.54
15438,b,0.51
15439,b,0.54
15440,c,0.53
15441,b,0.52
15442,d,0.54
15443,d,0.56
15444,c,0.45
15445,d,0.48
15446,d,0.46
15447,c,0.53
15448,d,0.51
15449,b,0.54
15450,c,0.61
15451,a,0.53
15452,c,0.56
15453,c,0.53
15454,b,0.49
15455,d,0.58
15456,a,0.54
15457,d,0.52
15458,b,0.48
15459,c,0.53
15460,c,0.51
15461,a,0.57
15462,a,0.5
15463,a,0.57
15464,a,0.55
15465,a,0.49
15466,d,0.52
15467,c,0.5
15468,a,0.58
15469,c,0.51
15470,b,0.55
15471,a,0.49
15472,d,0.54
15473,b,0.52
15474,a,0.59
15475,c,0.49
15476,a,0.53
15477,d,0.57
15478,b,0.51
15479,d,0.55
15480,b,0.56
15481,a,0.52
15482,a,0.52
15483,b,0.62
15484,c,0.52
15485,a,0.58
15486,a,0.47
15487,b,0.55
15488,c,0.73
15489,b,0.47
15490,a,0.51
15491,b,0.6
15492,d,0.49
15493,d,0.58
15494,c,0.44
15495,c,0.47
15496,c,0.54
15497,d,0.49
15498,b,0.42
15499,a,0.49
15500,d,0.53
15501,c,0.49
15502,a,0.57
15503,d,0.52
15504,b,0.56
15505,a,0.62
15506,a,0.53
15507,a,0.55
15508,b,0.57
15509,a,0.55
15510,d,0.52
15511,b,0.51
15512,d,0.54
15513,a,0.57
15514,c,0.57
15515,d,0.5
15516,d,0.56
15517,a,0.55
15518,d,0.53
15519,b,0.54
15520,b,0.51
15521,a,0.5
15522,d,0.55
15523,c,0.6
15524,d,0.52
15525,d,0.56
15526,c,0.57
15527,c,0.53
15528,b,0.55
15529,d,0.49
15530,a,0.53
15531,a,0.49
15532,a,0.49
15533,d,0.49
15534,d,0.56
15535,a,0.6
15536,b,0.56
15537,a,0.47
15538,d,0.54
15539,a,0.51
15540,a,0.54
15541,c,0.51
15542,c,0.46
15543,b,0.55
15544,b,0.54
15545,b,0.4
15546,d,0.5
15547,b,0.53
15548,c,0.53
15549,a,0.53
15550,c,0.49
15551,c,0.47
15552,d,0.51
15553,d,0.52
15554,b,0.54
15555,b,0.55
15556,d,0.57
15557,d,0.53
15558,c,0.5
15559,d,0.54
15560,b,0.47
15561,d,0.51
15562,b,0.55
15563,a,0.44
15564,a,0.54
15565,b,0.52
15566,d,0.46
15567,c,0.55
15568,b,0.5
15569,c,0.42
15570,a,0.62
15571,c,0.56
15572,b,0.52
15573,b,0.58
15574,b,0.52
15575,b,0.5
15576,d,0.51
15577,b,0.4
15578,c,0.63
15579,c,0.43
15580,a,0.53
15581,d,0.53
15582,d,0.47
15583,d,0.61
15584,d,0.52
15585,a,0.56
15586,d,0.55
15587,a,0.54
15588,a,0.58
15589,d,0.53
15590,c,0.44
15591,b,0.51
15592,d,0.47
15593,d,0.48
15594,b,0.53
15595,b,0.49
15596,b,0.67
15597,a,0.56
15598,b,0.52
15599,a,0.47
15600,d,0.53
15601,d,0.51
15602,a,0.5
15603,c,0.54
15604,d,0.48
15605,b,0.51
15606,d,0.54
15607,a,0.51
15608,c,0.49
15609,d,0.55
15610,a,0.52
